Name,Forcefield,Lipid,Software,Files
Venable2013_YOPS,charmm36,YOPS - PS(16:1(9Z)/​18:1(9Z)),Gromacs,"YOPS.gro,  YOPS.itp"
Kang2014_YOPG,charmm36,YOPG - PG(16:1(9Z)/​18:1(9Z)),Gromacs,"YOPG.gro,  YOPG.itp"
Kang2014_DPPG,charmm36,DPPG - PG(16:0/​16:0),Gromacs,"DPPG.gro,  DPPG.itp"
Kang2014_POPG,charmm36,POPG - PG(16:0/​18:1(9Z)),Gromacs,"POPG.gro,  POPG.itp"
Pandit2012_PCPG,charmm36,PCPG - PG(16:0/​18:0(11Cp)),Gromacs,"PCPG.gro,  PCPG.itp"
Wu2014_POPI,charmm36,POPI - PI(16:0/​18:1(9Z)),Gromacs,"POPI.gro,  POPI.itp"
Wu2014_PYPI,charmm36,PYPI - PI(16:0/​16:1(9Z)),Gromacs,"PYPI.gro,  PYPI.itp"
Wu2014_DIPI,charmm36,"DIPI - PI(18:2(9Z,12Z)/​18:2(9Z,12Z))",Gromacs,"DIPI.gro,  DIPI.itp"
Wu2014_PIPI,charmm36,"PIPI - PI(16:0/​18:2(9Z,12Z))",Gromacs,"PIPI.gro,  PIPI.itp"
Klauda2010_PIPA,charmm36,"PIPA - PA(16:0/​18:2(9Z,12Z))",Gromacs,"PIPA.gro,  PIPA.itp"
Klauda2010_POPA,charmm36,POPA - PA(16:0/​18:1(9Z)),Gromacs,"POPA.gro,  POPA.itp"
Klauda2010_IWPA,charmm36,"IWPA - PA(18:2(9Z,12Z)/​18:3(9Z,12Z,15Z))",Gromacs,"IWPA.gro,  IWPA.itp"
Klauda2010_YOPA,charmm36,YOPA - PA(16:1(9Z)/​18:1(9Z)),Gromacs,"YOPA.gro,  YOPA.itp"
Venable2014_SPCE,charmm36,SPCE - Cer(d18:1/​16:0),Gromacs,"SPCE.gro,  SPCE.itp"
Venable2014_SXCE,charmm36,SXCE - Cer(d18:1/​24:0),Gromacs,"SXCE.gro,  SXCE.itp"
Venable2014_DSSM,charmm36,DSSM - SM(d18:1/​18:0),Gromacs,"DSSM.gro,  DSSM.itp"
Venable2014_SPSM,charmm36,SPSM - SM(d18:1/​16:0),Gromacs,"SPSM.gro,  SPSM.itp"
Venable2014_SNSM,charmm36,SNSM - SM(d18:1/​24:1(15Z)),Gromacs,"SNSM.gro,  SNSM.itp"
Adams2018_DHSM,charmm36,DHSM - SM(d18:0/​24:1(15Z)),Gromacs,"DHSM.gro,  DHSM.itp"
Lim2012_CHOL,charmm36,CHOL - Cholesterol,Gromacs,"CHOL.gro,  CHOL.itp"
Lim2012_ERGO,charmm36,ERGO - Ergosterol,Gromacs,"ERGO.gro,  ERGO.itp"
Lim2012_STIG,charmm36,STIG - Stigmasterol,Gromacs,"STIG.gro,  STIG.itp"
Lim2012_SITO,charmm36,SITO - beta-sitosterol,Gromacs,"SITO.gro,  SITO.itp"
Emami2017_DIPC,gromos43a1-S3,"DIPC - PC(18:2(9Z,12Z)/​18:2(9Z,12Z))",Gromacs,"DIPC.gro,  DIPC.itp"
Emami2017_SPGC,gromos43a1-S3,SPGC - GlcCer(d18:1/​16:0),Gromacs,"SPGC.gro,  SPGC.itp"
Emami2017_SITO,gromos43a1-S3,SITO - beta-sitosterol,Gromacs,"SITO.gro,  SITO.itp"
vanEerden2015_OPGG,gromos53a6 deVries2012,OPGG - DGDG(18:1(9Z)/​​16:0),Gromacs,"OPGG.gro,  OPGG.itp"
vanEerden2015_OPMG,gromos53a6 deVries2012,OPMG - MGDG(18:1(9Z)/​​16:0),Gromacs,"OPMG.gro,  OPMG.itp"
vanEerden2015_OPSG,gromos53a6 deVries2012,OPSG - SQDG(18:1(9Z)/​​16:0),Gromacs,"OPSG.gro,  OPSG.itp"
vanEerden2015_WPMG,gromos53a6 deVries2012,"WPMG - MGDG(18:3(9Z,12Z,15Z)/​​16:0)",Gromacs,"WPMG.gro,  WPMG.itp"
vanEerden2015_DWGG,gromos53a6 deVries2012,"DWGG - DGDG(18:3(9Z,12Z,15Z)/​​18:3(9Z,12Z,15Z))",Gromacs,"DWGG.gro,  DWGG.itp"
vanEerden2015_WPGG,gromos53a6 deVries2012,"WPGG - DGDG(18:3(9Z,12Z,15Z)/​​16:0)",Gromacs,"WPGG.gro,  WPGG.itp"
vanEerden2015_WPSG,gromos53a6 deVries2012,"WPSG - SQDG(18:3(9Z,12Z,15Z)/​​16:0)",Gromacs,"WPSG.gro,  WPSG.itp"
vanEerden2015_OPPG,gromos53a6 deVries2012,OPPG - PG(18:1(9Z)/​​16:0),Gromacs,"OPPG.gro,  OPPG.itp"
vanEerden2015_3PPG,gromos53a6 deVries2012,3PPG - PG(16:1(3E)/​​16:0),Gromacs,"3PPG.gro,  3PPG.itp"
vanEerden2015_3WPG,gromos53a6 deVries2012,"3WPG - PG(16:1(3E)/​​18:3(9Z,12Z,15Z))",Gromacs,"3WPG.gro,  3WPG.itp"
vanEerden2015_DWMG,gromos53a6 deVries2012,"DWMG - MGDG(18:3(9Z,12Z,15Z)/​18:3(9Z,12Z,15Z))",Gromacs,"DWMG.gro,  DWMG.itp"
vanEerden2015_DPSG,gromos53a6 deVries2012,DPSG - SQDG(16:0/​16:0),Gromacs,"DPSG.gro,  DPSG.itp"
vanEerden2015_OPGG,martini 2.0,OPGG - DGDG(18:1(9Z)/​​16:0),Gromacs,"OPGG.gro,  OPGG.itp"
vanEerden2015_OPMG,martini 2.0,OPMG - MGDG(18:1(9Z)/​​16:0),Gromacs,"OPMG.gro,  OPMG.itp"
vanEerden2015_OPSG,martini 2.0,OPSG - SQDG(18:1(9Z)/​​16:0),Gromacs,"OPSG.gro,  OPSG.itp"
vanEerden2015_WPMG,martini 2.0,"WPMG - MGDG(18:3(9Z,12Z,15Z)/​​16:0)",Gromacs,"WPMG.gro,  WPMG.itp"
vanEerden2015_DWGG,martini 2.0,"DWGG - DGDG(18:3(9Z,12Z,15Z)/​​18:3(9Z,12Z,15Z))",Gromacs,"DWGG.gro,  DWGG.itp"
vanEerden2015_WPGG,martini 2.0,"WPGG - DGDG(18:3(9Z,12Z,15Z)/​​16:0)",Gromacs,"WPGG.gro,  WPGG.itp"
vanEerden2015_WPSG,martini 2.0,"WPSG - SQDG(18:3(9Z,12Z,15Z)/​​16:0)",Gromacs,"WPSG.gro,  WPSG.itp"
Wassenaar2015_PAPC,martini 2.0,"PAPC - PC(16:0/​​20:4(5Z,8Z,11Z,14Z))",Gromacs,"PAPC.gro,  PAPC.itp"
Wassenaar2015_PQPE,martini 2.0,"PQPE - PE(16:0/​​20:3(5Z,8Z,11Z))",Gromacs,"PQPE.gro,  PQPE.itp"
Wassenaar2015_PQPS,martini 2.0,"PQPS - PS(16:0/​​20:3(5Z,8Z,11Z))",Gromacs,"PQPS.gro,  PQPS.itp"
vanEerden2015_OPPG,martini 2.0,OPPG - PG(18:1(9Z)/​​16:0),Gromacs,"OPPG.gro,  OPPG.itp"
vanEerden2015_3PPG,martini 2.0,3PPG - PG(16:1(3E)/​​16:0),Gromacs,"3PPG.gro,  3PPG.itp"
vanEerden2015_3WPG,martini 2.0,"3WPG - PG(16:1(3E)/​​18:3(9Z,12Z,15Z))",Gromacs,"3WPG.gro,  3WPG.itp"
Ingólfsson2017_PAI1,martini 2.0,"PAI1 - PIP[3'](16:0/​​20:4(5Z,8Z,11Z,14Z))",Gromacs,"PAI1.gro,  PAI1.itp"
López2013_POI6,martini 2.0,"POI6 - PIP2[3',4'](16:0/​​18:1(9Z))",Gromacs,"POI6.gro,  POI6.itp"
Ingólfsson2014_POI6,martini 2.0,"POI6 - PIP2[3',4'](16:0/​​18:1(9Z))",Gromacs,"POI6.gro,  POI6.itp"
Ingólfsson2017_PAI6,martini 2.0,"PAI6 - PIP2[3',4'](16:0/​​​20:4(5Z,8Z,11Z,14Z))",Gromacs,"PAI6.gro,  PAI6.itp"
López2013_POI7,martini 2.0,"POI7 - PIP3[3',4',5'](16:0/​​18:1(9Z))",Gromacs,"POI7.gro,  POI7.itp"
Ingólfsson2014_POI7,martini 2.0,"POI7 - PIP3[3',4',5'](16:0/​​18:1(9Z))",Gromacs,"POI7.gro,  POI7.itp"
Ingólfsson2017_PAI7,martini 2.0,"PAI7 - PIP3[3',4',5'](16:0/​​​20:4(5Z,8Z,11Z,14Z))",Gromacs,"PAI7.gro,  PAI7.itp"
Ma2017_CJA1,martini 2.0,"CJA1 - Campylobacter jejuni lipid A - LipidA(GlcN(P/​N-14:0(3OH)/​14:0(3OH)),GlcN(N-14:0(3-16:0)/​N-14:0(3-16:0)/​P))",Gromacs,"CJA1.gro,  CJA1.itp"
Wassenaar2015_DPCE,martini 2.0,DPCE - Cer(d16:1/​​16:0),Gromacs,"DPCE.gro,  DPCE.itp"
Wassenaar2015_DXCE,martini 2.0,DXCE - Cer(d24:1/​​24:0),Gromacs,"DXCE.gro,  DXCE.itp"
Wassenaar2015_PNCE,martini 2.0,PNCE - Cer(d16:1/​​24:1),Gromacs,"PNCE.gro,  PNCE.itp"
Wassenaar2015_XNCE,martini 2.0,XNCE - Cer(d24:1/​​24:1),Gromacs,"XNCE.gro,  XNCE.itp"
Ingólfsson2017_DBCE,martini 2.0,DBCE - Cer(d22:1/​​​22:0),Gromacs,"DBCE.gro,  DBCE.itp"
Ingólfsson2017_POCE,martini 2.0,POCE - Cer(d16:1(4E)/​18:1(9Z)),Gromacs,"POCE.gro,  POCE.itp"
Wassenaar2015_DBSM,martini 2.0,DBSM - SM(d22:1/​​22:0),Gromacs,"DBSM.gro,  DBSM.itp"
Wassenaar2015_DXSM,martini 2.0,DXSM - SM(d24:1/​​24:0),Gromacs,"DXSM.gro,  DXSM.itp"
Wassenaar2015_BNSM,martini 2.0,BNSM - SM(d22:1/​​24:1),Gromacs,"BNSM.gro,  BNSM.itp"
Wassenaar2015_XNSM,martini 2.0,XNSM - SM(d24:1/​​24:1),Gromacs,"XNSM.gro,  XNSM.itp"
Ingólfsson2017_DBGS,martini 2.0,DBGS - GalCer(d22:1/​22:0),Gromacs,"DBGS.gro,  DBGS.itp"
Ingólfsson2017_DPGS,martini 2.0,DPGS - GalCer(d16:1/​​16:0),Gromacs,"DPGS.gro,  DPGS.itp"
Ingólfsson2017_PNGS,martini 2.0,PNGS - GalCer(d16:1/​​​24:1),Gromacs,"PNGS.gro,  PNGS.itp"
Ingólfsson2017_POGS,martini 2.0,POGS - GalCer(d16:1/​18:1(9Z)),Gromacs,"POGS.gro,  POGS.itp"
López2013_DPG1,martini 2.0,DPG1 - GM1(d16:1/​​16:0),Gromacs,"DPG1.gro,  DPG1.itp"
Gu2016_DPG1,martini 2.0,DPG1 - GM1(d16:1/​​16:0),Gromacs,"DPG1.gro,  DPG1.itp"
Ingólfsson2014_DPG1,martini 2.0,DPG1 - GM1(d16:1/​​16:0),Gromacs,"DPG1.gro,  DPG1.itp"
López2013_DXG1,martini 2.0,DXG1 - GM1(d24:1/​​24:0),Gromacs,"DXG1.gro,  DXG1.itp"
Ingólfsson2014_DXG1,martini 2.0,DXG1 - GM1(d24:1/​​24:0),Gromacs,"DXG1.gro,  DXG1.itp"
López2013_PNG1,martini 2.0,PNG1 - GM1(d16:1/​​24:1(15Z)),Gromacs,"PNG1.gro,  PNG1.itp"
Ingólfsson2014_PNG1,martini 2.0,PNG1 - GM1(d16:1/​​24:1(15Z)),Gromacs,"PNG1.gro,  PNG1.itp"
López2013_XNG1,martini 2.0,XNG1 - GM1(d24:1/​​24:1),Gromacs,"XNG1.gro,  XNG1.itp"
Ingólfsson2014_XNG1,martini 2.0,XNG1 - GM1(d24:1/​​24:1),Gromacs,"XNG1.gro,  XNG1.itp"
López2013_DPG3,martini 2.0,DPG3 - GM3(d16:1/​​16:0),Gromacs,"DPG3.gro,  DPG3.itp"
Ingólfsson2014_DPG3,martini 2.0,DPG3 - GM3(d16:1/​​16:0),Gromacs,"DPG3.gro,  DPG3.itp"
López2013_DXG3,martini 2.0,DXG3 - GM3(d24:1/​​24:0),Gromacs,"DXG3.gro,  DXG3.itp"
Ingólfsson2014_DXG3,martini 2.0,DXG3 - GM3(d24:1/​​24:0),Gromacs,"DXG3.gro,  DXG3.itp"
López2013_PNG3,martini 2.0,PNG3 - GM3(d16:1/​​24:1(15Z)),Gromacs,"PNG3.gro,  PNG3.itp"
Ingólfsson2014_PNG3,martini 2.0,PNG3 - GM3(d16:1/​​24:1(15Z)),Gromacs,"PNG3.gro,  PNG3.itp"
López2013_XNG3,martini 2.0,XNG3 - GM3(d24:1/​​24:1),Gromacs,"XNG3.gro,  XNG3.itp"
Ingólfsson2014_XNG3,martini 2.0,XNG3 - GM3(d24:1/​​24:1),Gromacs,"XNG3.gro,  XNG3.itp"
Ingólfsson2017_DBG1,martini 2.0,DBG1 - GM1(d22:1/​​​22:0),Gromacs,"DBG1.gro,  DBG1.itp"
Ingólfsson2017_DBG3,martini 2.0,DBG3 - GM3(d22:1/​​​22:0),Gromacs,"DBG3.gro,  DBG3.itp"
Ingólfsson2017_POG1,martini 2.0,POG1 - GM1(d16:1/​18:1(9Z)),Gromacs,"POG1.gro,  POG1.itp"
Ingólfsson2017_POG3,martini 2.0,POG3 - GM3(d16:1/​18:1(9Z)),Gromacs,"POG3.gro,  POG3.itp"
Ingólfsson2017_PXSU,martini 2.0,PXSU - (3'-sulfo)Galbeta-Cer(d16:1/​24:0),Gromacs,"PXSU.gro,  PXSU.itp"
Wassenaar2015_PODG,martini 2.0,PODG - DG(16:0/​18:1(9Z)/​0:0),Gromacs,"PODG.gro,  PODG.itp"
Ingólfsson2014_PODG,martini 2.0,PODG - DG(16:0/​18:1(9Z)/​0:0),Gromacs,"PODG.gro,  PODG.itp"
Wassenaar2015_PIDG,martini 2.0,"PIDG - DG(16:0/​​18:2(9Z,12Z)/​​0:0)",Gromacs,"PIDG.gro,  PIDG.itp"
Wassenaar2015_PADG,martini 2.0,"PADG - DG(16:0/​​20:4(5Z,8Z,11Z,14Z)/​​0:0)",Gromacs,"PADG.gro,  PADG.itp"
Wassenaar2015_PUDG,martini 2.0,"PUDG - DG(16:0/​​22:6(4Z,7Z,10Z,13Z,16Z,19Z)/​​0:0)",Gromacs,"PUDG.gro,  PUDG.itp"
Ingólfsson2014_PUDG,martini 2.0,"PUDG - DG(16:0/​​22:6(4Z,7Z,10Z,13Z,16Z,19Z)/​​0:0)",Gromacs,"PUDG.gro,  PUDG.itp"
vanEerden2015_DWMG,martini 2.0,"DWMG - MGDG(18:3(9Z,12Z,15Z)/​18:3(9Z,12Z,15Z))",Gromacs,"DWMG.gro,  DWMG.itp"
vanEerden2015_DPSG,martini 2.0,DPSG - SQDG(16:0/​16:0),Gromacs,"DPSG.gro,  DPSG.itp"
Wassenaar2015_POPC,martini 2.0,POPC - PC(16:0/​18:1(9Z)),Gromacs,"POPC.gro,  POPC.itp"
Ingólfsson2014_Z_POPC,martini 2.0,POPC - PC(16:0/​18:1(9Z)),Gromacs,"POPC.gro,  POPC.itp"
Ingólfsson2014_POPC,martini 2.0,POPC - PC(16:0/​18:1(9Z)),Gromacs,"POPC.gro,  POPC.itp"
Ingólfsson2017_Z_POPC,martini 2.0,POPC - PC(16:0/​18:1(9Z)),Gromacs,"POPC.gro,  POPC.itp"
Marrink2007_DPPC,martini 2.0,DPPC - PC(16:0/​16:0),Gromacs,"DPPC.gro,  DPPC.itp"
Ingólfsson2017_Z_DPPC,martini 2.0,DPPC - PC(16:0/​16:0),Gromacs,"DPPC.gro,  DPPC.itp"
Wassenaar2015_PIPC,martini 2.0,"PIPC - PC(16:0/​18:2(9Z,12Z))",Gromacs,"PIPC.gro,  PIPC.itp"
Ingólfsson2014_Z_PIPC,martini 2.0,"PIPC - PC(16:0/​18:2(9Z,12Z))",Gromacs,"PIPC.gro,  PIPC.itp"
Ingólfsson2017_PWPC,martini 2.0,"PWPC - PC(16:0/​18:3(9Z,12Z,15Z))",Gromacs,"PWPC.gro,  PWPC.itp"
Wassenaar2015_DOPC,martini 2.0,DOPC - PC(18:1(9Z)/​18:1(9Z)),Gromacs,"DOPC.gro,  DOPC.itp"
Ingólfsson2014_DOPC,martini 2.0,DOPC - PC(18:1(9Z)/​18:1(9Z)),Gromacs,"DOPC.gro,  DOPC.itp"
Ingólfsson2017_OIPC,martini 2.0,"OIPC - PC(18:1(9Z)/​18:2(9Z,12Z))",Gromacs,"OIPC.gro,  OIPC.itp"
Ingólfsson2017_OUPC,martini 2.0,"OUPC - PC(18:1(9Z)/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"OUPC.gro,  OUPC.itp"
Wassenaar2015_DAPC,martini 2.0,"DAPC - PC(20:4(5Z,8Z,11Z,14Z)/​20:4(5Z,8Z,11Z,14Z))",Gromacs,"DAPC.gro,  DAPC.itp"
Wassenaar2015_PEPC,martini 2.0,"PEPC - PC(16:0/​20:2(11Z,14Z))",Gromacs,"PEPC.gro,  PEPC.itp"
Ingólfsson2014_PEPC,martini 2.0,"PEPC - PC(16:0/​20:2(11Z,14Z))",Gromacs,"PEPC.gro,  PEPC.itp"
Wassenaar2015_PUPC,martini 2.0,"PUPC - PC(16:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"PUPC.gro,  PUPC.itp"
Ingólfsson2014_PUPC,martini 2.0,"PUPC - PC(16:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"PUPC.gro,  PUPC.itp"
Wassenaar2015_P0PC,martini 2.0,P0PC - PC(16:0/​0:0),Gromacs,"P0PC.gro,  P0PC.itp"
Ingólfsson2014_P0PC,martini 2.0,P0PC - PC(16:0/​0:0),Gromacs,"P0PC.gro,  P0PC.itp"
Wassenaar2015_O0PC,martini 2.0,O0PC - PC(18:1(9Z)/​0:0),Gromacs,"O0PC.gro,  O0PC.itp"
Ingólfsson2014_O0PC,martini 2.0,O0PC - PC(18:1(9Z)/​0:0),Gromacs,"O0PC.gro,  O0PC.itp"
Wassenaar2015_I0PC,martini 2.0,"I0PC - PC(18:2(9Z,12Z)/​0:0)",Gromacs,"I0PC.gro,  I0PC.itp"
Ingólfsson2014_I0PC,martini 2.0,"I0PC - PC(18:2(9Z,12Z)/​0:0)",Gromacs,"I0PC.gro,  I0PC.itp"
Wassenaar2015_A0PC,martini 2.0,"A0PC - PC(20:4(5Z,8Z,11Z,14Z)/​0:0)",Gromacs,"A0PC.gro,  A0PC.itp"
Ingólfsson2014_A0PC,martini 2.0,"A0PC - PC(20:4(5Z,8Z,11Z,14Z)/​0:0)",Gromacs,"A0PC.gro,  A0PC.itp"
Wassenaar2015_U0PC,martini 2.0,"U0PC - PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/​0:0)",Gromacs,"U0PC.gro,  U0PC.itp"
Ingólfsson2014_U0PC,martini 2.0,"U0PC - PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/​0:0)",Gromacs,"U0PC.gro,  U0PC.itp"
Wassenaar2015_POPE,martini 2.0,POPE - PE(16:0/​18:1(9Z)),Gromacs,"POPE.gro,  POPE.itp"
Ingólfsson2014_POPE,martini 2.0,POPE - PE(16:0/​18:1(9Z)),Gromacs,"POPE.gro,  POPE.itp"
Marrink2007_DPPE,martini 2.0,DPPE - PE(16:0/​16:0),Gromacs,"DPPE.gro,  DPPE.itp"
Wassenaar2015_PIPE,martini 2.0,"PIPE - PE(16:0/​18:2(9Z,12Z))",Gromacs,"PIPE.gro,  PIPE.itp"
Ingólfsson2017_OIPE,martini 2.0,"OIPE - PE(18:1(9Z)/​18:2(9Z,12Z))",Gromacs,"OIPE.gro,  OIPE.itp"
Wassenaar2015_DOPE,martini 2.0,DOPE - PE(18:1(9Z)/​18:1(9Z)),Gromacs,"DOPE.gro,  DOPE.itp"
Ingólfsson2014_DOPE,martini 2.0,DOPE - PE(18:1(9Z)/​18:1(9Z)),Gromacs,"DOPE.gro,  DOPE.itp"
Wassenaar2015_DUPE,martini 2.0,"DUPE - PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"DUPE.gro,  DUPE.itp"
Ingólfsson2014_DUPE,martini 2.0,"DUPE - PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"DUPE.gro,  DUPE.itp"
Wassenaar2015_PUPE,martini 2.0,"PUPE - PE(16:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"PUPE.gro,  PUPE.itp"
Ingólfsson2014_PUPE,martini 2.0,"PUPE - PE(16:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"PUPE.gro,  PUPE.itp"
Wassenaar2015_PAPE,martini 2.0,"PAPE - PE(16:0/​20:4(5Z,8Z,11Z,14Z))",Gromacs,"PAPE.gro,  PAPE.itp"
Wassenaar2015_DAPE,martini 2.0,"DAPE - PE(20:4(5Z,8Z,11Z,14Z)/​20:4(5Z,8Z,11Z,14Z))",Gromacs,"DAPE.gro,  DAPE.itp"
Ingólfsson2017_OAPE,martini 2.0,"OAPE - PE(18:1(9Z)/​20:4(5Z,8Z,11Z,14Z))",Gromacs,"OAPE.gro,  OAPE.itp"
Ingólfsson2017_OUPE,martini 2.0,"OUPE - PE(18:1(9Z)/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"OUPE.gro,  OUPE.itp"
Ingólfsson2017_P0PE,martini 2.0,P0PE - PE(16:0/​0:0),Gromacs,"P0PE.gro,  P0PE.itp"
Ingólfsson2017_I0PE,martini 2.0,"I0PE - PE(18:2(9Z,12Z)/​0:0)",Gromacs,"I0PE.gro,  I0PE.itp"
Wassenaar2015_POPS,martini 2.0,POPS - PS(16:0/​18:1(9Z)),Gromacs,"POPS.gro,  POPS.itp"
Ingólfsson2014_POPS,martini 2.0,POPS - PS(16:0/​18:1(9Z)),Gromacs,"POPS.gro,  POPS.itp"
Wassenaar2015_DPPS,martini 2.0,DPPS - PS(16:0/​16:0),Gromacs,"DPPS.gro,  DPPS.itp"
Wassenaar2015_PAPS,martini 2.0,"PAPS - PS(16:0/​20:4(5Z,8Z,11Z,14Z))",Gromacs,"PAPS.gro,  PAPS.itp"
Wassenaar2015_PUPS,martini 2.0,"PUPS - PS(16:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"PUPS.gro,  PUPS.itp"
Ingólfsson2014_PUPS,martini 2.0,"PUPS - PS(16:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"PUPS.gro,  PUPS.itp"
Ingólfsson2017_OUPS,martini 2.0,"OUPS - PS(18:1(9Z)/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"OUPS.gro,  OUPS.itp"
Wassenaar2015_DAPS,martini 2.0,"DAPS - PS(20:4(5Z,8Z,11Z,14Z)/​20:4(5Z,8Z,11Z,14Z))",Gromacs,"DAPS.gro,  DAPS.itp"
Wassenaar2015_PIPS,martini 2.0,"PIPS - PS(16:0/​18:2(9Z,12Z))",Gromacs,"PIPS.gro,  PIPS.itp"
Wassenaar2015_DUPS,martini 2.0,"DUPS - PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"DUPS.gro,  DUPS.itp"
Ingólfsson2014_DUPS,martini 2.0,"DUPS - PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"DUPS.gro,  DUPS.itp"
Wassenaar2015_POPG,martini 2.0,POPG - PG(16:0/​18:1(9Z)),Gromacs,"POPG.gro,  POPG.itp"
López2013_POPI,martini 2.0,POPI - PI(16:0/​18:1(9Z)),Gromacs,"POPI.gro,  POPI.itp"
Ingólfsson2014_POPI,martini 2.0,POPI - PI(16:0/​18:1(9Z)),Gromacs,"POPI.gro,  POPI.itp"
López2013_PUPI,martini 2.0,"PUPI - PI(16:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"PUPI.gro,  PUPI.itp"
Ingólfsson2014_PUPI,martini 2.0,"PUPI - PI(16:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"PUPI.gro,  PUPI.itp"
López2013_PAPI,martini 2.0,"PAPI - PI(16:0/​20:4(5Z,8Z,11Z,14Z))",Gromacs,"PAPI.gro,  PAPI.itp"
López2013_PIPI,martini 2.0,"PIPI - PI(16:0/​18:2(9Z,12Z))",Gromacs,"PIPI.gro,  PIPI.itp"
López2013_POI1,martini 2.0,POI1 - PIP[3'](16:0/​18:1(9Z)),Gromacs,"POI1.gro,  POI1.itp"
Ingólfsson2014_POI1,martini 2.0,POI1 - PIP[3'](16:0/​18:1(9Z)),Gromacs,"POI1.gro,  POI1.itp"
Wassenaar2015_PIPA,martini 2.0,"PIPA - PA(16:0/​18:2(9Z,12Z))",Gromacs,"PIPA.gro,  PIPA.itp"
Wassenaar2015_PAPA,martini 2.0,"PAPA - PA(16:0/​20:4(5Z,8Z,11Z,14Z))",Gromacs,"PAPA.gro,  PAPA.itp"
Wassenaar2015_POPA,martini 2.0,POPA - PA(16:0/​18:1(9Z)),Gromacs,"POPA.gro,  POPA.itp"
Ingólfsson2014_POPA,martini 2.0,POPA - PA(16:0/​18:1(9Z)),Gromacs,"POPA.gro,  POPA.itp"
Wassenaar2015_PUPA,martini 2.0,"PUPA - PA(16:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"PUPA.gro,  PUPA.itp"
Ingólfsson2014_PUPA,martini 2.0,"PUPA - PA(16:0/​22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Gromacs,"PUPA.gro,  PUPA.itp"
Dahlberg2007_TOCL,martini 2.0,"TOCL - CL(1'-[18:1(9Z)/​18:1(9Z)],3'-[18:1(9Z)/​18:1(9Z)])",Gromacs,"TOCL.gro,  TOCL.itp"
Wassenaar2015_DPSM,martini 2.0,DPSM - SM(d16:1/​16:0),Gromacs,"DPSM.gro,  DPSM.itp"
Wassenaar2015_POSM,martini 2.0,POSM - SM(d16:1/​18:1),Gromacs,"POSM.gro,  POSM.itp"
Ingólfsson2014_POSM,martini 2.0,POSM - SM(d16:1/​18:1),Gromacs,"POSM.gro,  POSM.itp"
Wassenaar2015_PGSM,martini 2.0,PGSM - SM(d16:1/​20:1),Gromacs,"PGSM.gro,  PGSM.itp"
Ingólfsson2017_PBSM,martini 2.0,PBSM - SM(d16:1/​22:0),Gromacs,"PBSM.gro,  PBSM.itp"
Wassenaar2015_PNSM,martini 2.0,PNSM - SM(d16:1/​24:1),Gromacs,"PNSM.gro,  PNSM.itp"
Ingólfsson2017_PNSU,martini 2.0,PNSU - (3'-sulfo)Galbeta-Cer(d18:1/​24:1(15Z)),Gromacs,"PNSU.gro,  PNSU.itp"
Marrink2007b_CHOL,martini 2.0,CHOL - Cholesterol,Gromacs,"CHOL.gro,  CHOL.itp"
Melo2015_CHOL,martini 2.0,CHOL - Cholesterol,Gromacs,"CHOL.gro,  CHOL.itp"
Kulig2015_POPC,opls-aa Rog2016,POPC - PC(16:0/​18:1(9Z)),Gromacs,"POPC.gro,  POPC.itp"
Rog2015_OPPE,opls-aa Rog2016,OPPE - PE(18:1(9Z)/​16:0),Gromacs,"OPPE.gro,  OPPE.itp"
Rog2015_POPS,opls-aa Rog2016,POPS - PS(16:0/​18:1(9Z)),Gromacs,"POPS.gro,  POPS.itp"
Rog2015_SPSM,opls-aa Rog2016,SPSM - SM(d18:1/​16:0),Gromacs,"SPSM.gro,  SPSM.itp"
Rog2015_SXSM,opls-aa Rog2016,SXSM - SM(d18:1/​24:0),Gromacs,"SXSM.gro,  SXSM.itp"
